,possibly_sensitive,id,author_id,source,created_at,text,edit_history_tweet_ids,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,withheld.copyright,withheld.country_codes
29,False,1586285709975224320,939989631226994688,Twitter for Android,2022-10-29T09:15:59.000Z,"#Fight #VeteransUnite #Veterans #VeteransAwareness #series #depression #anxiety #addiction #mentalhealth #22TooMany #RealTalk #LetsTalk #PTSD 

READ it 🇺🇸 Leave a REVIEW 🇺🇸 SHARE it 🇺🇸

Available on Amazon: https://t.co/3kpcPe5npe https://t.co/39efKWh09H",['1586285709975224320'],en,0,0,0,0,,
30,False,1586285685723758592,1499809156290818048,Twitter for Android,2022-10-29T09:15:53.000Z,RT @trashpige0ns: @VasppBooks No one should feel guilty about a suicide attempt. No one should feel guilty about someone from their immedia…,['1586285685723758592'],en,1,0,0,0,,
31,False,1586285675816652800,1037405206529671168,The Edinburgh Forum app,2022-10-29T09:15:51.000Z,"RT @JackFiorman: Organic highly potent microdosed shroom capsules kicks depression away click for menu... https://t.co/HMGrxPYgFZ 
#shrooms…",['1586285675816652800'],en,1,0,0,0,,
32,False,1586285632195796992,939989631226994688,Twitter for Android,2022-10-29T09:15:41.000Z,"#Fight #VeteransUnite #Veterans #VeteransAwareness #series #depression #anxiety #addiction #mentalhealth #22TooMany #RealTalk #LetsTalk #PTSD 

READ it 🇺🇸 Leave a REVIEW 🇺🇸 SHARE it 🇺🇸

Available on Amazon: https://t.co/3kpcPe4PzG https://t.co/Sjy0sgi2Vu",['1586285632195796992'],en,0,0,0,0,,
33,False,1586285546615119872,3528564315,Twitter Web App,2022-10-29T09:15:20.000Z,RT @NWSBella: @CureCFS @yaneerbaryam @DrEricDing No good #cancer no mild #COVID. #Chemo almost killed me #toxic. Took my #QOL #autoimune #C…,['1586285546615119872'],en,2,0,0,0,,
34,False,1586285079612911616,3568400773,Twitter for iPhone,2022-10-29T09:13:29.000Z,Ever wake up at the end of a #manic episode and realize the #depression stage is coming. Then u think back to all of the traumatizing things u went through throughout the manic episode lol. I wish I had an actual friend sometimes. Just one is all I ask for :))),['1586285079612911616'],en,0,0,0,0,,
35,False,1586284971664109568,1160016173305610240,"Cheap Bots, Done Quick!",2022-10-29T09:13:03.000Z,I  think I'm just a bother to everyone. so I'll just end it . #depression @Imheret45140132,['1586284971664109568'],en,0,0,0,0,,
36,False,1586284674946662400,1537748106728689665,twitter on web,2022-10-29T09:11:52.000Z,"RT @JackFiorman: MDMA crystals 
#mdma #mdmacrystals #molly #mandy #psychedelicsuk #uk #london #nft #binance #javascript #depression #anxiet…",['1586284674946662400'],en,1,0,0,0,,
37,False,1586284642210136065,1584979860530888713,Twitter for iPhone,2022-10-29T09:11:45.000Z,"MDMA crystals 
#mdma #mdmacrystals #molly #mandy #psychedelicsuk #uk #london #nft #binance #javascript #depression #anxiety #mentalhealth #sheffield #leicester #scotland click for menu... https://t.co/HMGrxPXIQr https://t.co/hjhAcLwaq9",['1586284642210136065'],en,1,0,0,0,,
38,False,1586284342090911744,253542022,Twitter for Android,2022-10-29T09:10:33.000Z,"RT @sozialwahl2023: #Depression erhöht ""das Sterberisiko durch Herz-Kreislauf-Erkrankungen stärker als Übergewicht oder zu hohe Cholesterin…",['1586284342090911744'],de,1,0,0,0,,
39,False,1586284088264114178,1575854327390171136,LaterMedia,2022-10-29T09:09:33.000Z,"“The wish for healing has always been half of health.” – Lucius Annaeus Seneca

https://t.co/HoyC8XTJdp

Media Source: https://t.co/3nRLYEVaKa
Photo by Ta Z on Unsplash

#active #family #fitspo #fitfam #healthyrecipes #balance #business #depression #kids https://t.co/HTkRtvjrKi",['1586284088264114178'],en,0,0,0,0,,
40,False,1586284067812560896,1246705092436221952,Twitter Web App,2022-10-29T09:09:28.000Z,"RT @_Georgeobeid: Being Around Birds Is Linked to Lasting Mental Health Benefits
#Birds #Depression #MentalHealth #Depression #𝒟𝒾𝑒𝒷𝒪1 #𝒟𝒾𝑒𝒷…",['1586284067812560896'],en,23,0,0,0,,
41,False,1586284055708200960,1584979860530888713,Twitter for iPhone,2022-10-29T09:09:25.000Z,"Organic highly potent microdosed shroom capsules kicks depression away click for menu... https://t.co/HMGrxPYgFZ 
#shrooms #psychedelics #psilocybin #MentalHealthMatters #depression #anxiety #ptsd #nft #javascript #stablemind #mothernature #liverpool #birmingham #EDINBURGH https://t.co/1TbY4bkH7T",['1586284055708200960'],en,1,0,3,0,,
42,False,1586283744243355649,1586021127113039872,Twitter for Android,2022-10-29T09:08:11.000Z,@GBNEWS Something ya won't see om bbc is this chart. It shows that historically when inflation hits 8% it takes an average of 5 years to recover to 2%. Considering we are way over 8 and the fact the figures are now lies not including rent and food the figure is closer to 20 #depression https://t.co/hDSJBGWIc2,['1586283744243355649'],en,0,0,0,0,,
43,False,1586283289370890241,1550127061062131715,Twitter for Android,2022-10-29T09:06:22.000Z,Most of the #anxiety &amp; #depression is caused by #overthinking. This is one trait that people need to let go for #peaceofmind &amp; #mentalhealth.,['1586283289370890241'],en,0,0,0,0,,
44,False,1586282378967875585,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:45.000Z,"But not yet. 

Sorry about how long this thread is, but just needed to get it all out, been holding onto this for a while.

Hopefully things start looking up soon.

#Depression #MentalHealth (21/21) https://t.co/PsxvFRFkYp",['1586282378967875585'],en,0,0,0,0,,
45,False,1586282369895477249,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:43.000Z,"I have at the moment is just meaning my mental health is in the mud. 

Just needed a place to vent and put things out in the open, even if via an anon. Twitter account to begin with.

Maybe I’ll have enough courage to speak to someone soon

#Depression #MentalHealth (20/_)",['1586282369895477249'],en,0,1,0,0,,
46,False,1586282367337238529,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:42.000Z,"So because of all of the above my dating life at the moment is basically non-existent, and it’s an awfully depressing place to be in. Just always feel like I’m not good enough to be honest. 

So all that on top of all the financial worries 

#Depression #MentalHealth (19/_)",['1586282367337238529'],en,0,1,0,0,,
47,False,1586282364644179973,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:42.000Z,"Potential rejection. It’s paralysing and I hate it.

Couple that with how dating is these days for men, having to be so careful with what you do. You could read signals wrong and go to kiss someone and then get accused of sexual assault.

#Depression #MentalHealth (18/_)",['1586282364644179973'],en,0,1,0,0,,
48,False,1586282362127933440,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:41.000Z,"and wonder “was it me?” or “what did I do wrong?” 

As a result my self-confidence plummeted after that, so much so that if I go out to a bar or club with friends I’ll be petrified of going to speak to a woman, mostly because I’m afraid of the

#Depression #MentalHealth (17/_)",['1586282362127933440'],en,0,1,0,0,,
49,False,1586282359552212992,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:40.000Z,"Help it, but I look at some of the pics sometimes and just wish it could’ve been me/us.

As I said I hadn’t had many girlfriends before this and when I love I love HARD, and it just fucked me up seeing it all apart.

Then you sit there

#Depression #MentalHealth (16/_)",['1586282359552212992'],en,0,1,0,0,,
50,False,1586282356985729024,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:40.000Z,"Leicestershire I think? I got over the cheating, but I still wonder the reason why it didn’t work? It was all going so well.

I still have her as a friend on Facebook and she’s now got a partner, house, dog and a little kid too.

And I just can’t

#Depression #MentalHealth (15/_)",['1586282356985729024'],en,0,1,0,0,,
51,False,1586282354523389955,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:39.000Z,"With someone else is awful. So that week I moved out into a small flat on my own and never saw this girl in person again as this was around 2 months before the uni year ended.

At the end of that year I moved back home and she ended up back in

#Depression #MentalHealth (14/_)",['1586282354523389955'],en,0,1,0,0,,
52,False,1586282352237502464,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:39.000Z,"Found out she was sleeping with someone else, and I found out by seeing them in bed together. This literally broke me. 

I never found out how long this was going on for, and in truth I never really wanted to know. But seeing the person you love

#Depression #MentalHealth (13/_)",['1586282352237502464'],en,0,1,0,0,,
53,False,1586282349792096256,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:38.000Z,"This one I thought was different. We were seeing each other for about 18 months, and it that time it was great.

Just doing all the normal couple things, but I’d never had that before and it was amazing.

But then I came back to the flat and 

#Depression #MentalHealth (12/_)",['1586282349792096256'],en,0,1,0,0,,
54,False,1586282347200012288,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:37.000Z,"I was it was that easy. When I was at university for two years (before I dropped out) I started dating this girl there, now I’d had a couple of girlfriends at this point, but that was when I was like 16/17/18 so nothing serious.

#Depression #MentalHealth (11/_)",['1586282347200012288'],en,0,1,0,0,,
55,False,1586282344536690688,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:37.000Z,"Have just rocketed up and now I’m worried that in 6 months time I’m not going to be able to afford to pay the bills.

Some of you may read this and say “Well why not get yourself a partner to have someone there to help with it all”

#Depression #MentalHealth (10/_)",['1586282344536690688'],en,0,1,0,0,,
56,False,1586282342095753217,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:36.000Z,"I don’t know what it’s like in other countries at the moment, but everything is going up stupid amounts month to month here, and the anxiety it’s causing me is ridiculous.

It was ok when I first moved in back in March, but since then the prices 

#Depression #MentalHealth (9/_)",['1586282342095753217'],en,0,1,0,0,,
57,False,1586282339646119938,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:36.000Z,"That coupled with the fact the management team have no people skills whatsoever and talk to you like you’re a child really adds up to an unpleasant experience from day to day.

On top of that there’s the energy prices in the UK at the moment. 

#Depression #MentalHealth (8/_)",['1586282339646119938'],en,0,1,0,0,,
58,False,1586282337247133696,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:35.000Z,"Hit the jobs too hard and break tools, which leads to downtime having to replace the tools, or the other extreme where they take too long.

But instead of raising the issue with the office staff, it’s us out on the shop floor that get the abuse.

#Depression #MentalHealth (7/_)",['1586282337247133696'],en,0,1,0,0,,
59,False,1586282334814621697,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:34.000Z,"And the deadlines they set for jobs are stupid. They’ll give us paperwork that says the job takes 3 hours from start to finish.

However the programs used to run the machines and make the parts are supplied by the office staff, and they either

#Depression #MentalHealth (6/_)",['1586282334814621697'],en,0,1,0,0,,
60,False,1586282332356501505,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:34.000Z,"Giving us grief for spending 1 extra minute on our breaks even if we take our break 5 mins late. Basically the stuff that shouldn’t be a problem in the workplace, is a problem.

Then there is the unrealistic expectations. I work in manufacturing

#Depression #MentalHealth (5/_)",['1586282332356501505'],en,0,1,0,0,,
61,False,1586282329890205696,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:33.000Z,"The management as it turns out are arseholes, not what I was led to believe in the job interview. 

What I mean by that is it’s all one rule for them and one rule for the rest of us, whether that be rules on using phones during work time, or even

#Depression #MentalHealth (4/_)",['1586282329890205696'],en,0,1,0,0,,
62,False,1586282327331999745,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:33.000Z,"Everything on your own. From the small stuff like general up keep of the house, to sorting the bills out etc. with only one stream of income is tough.

Then work itself, I’ve moved from a small family run business to a much larger company where

#Depression #MentalHealth (3/_)",['1586282327331999745'],en,0,1,0,0,,
63,False,1586282324358205443,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:32.000Z,"Recently moved out of my parents’ house about 85 miles away to live on my own to start a new job, all sounds good right?

Well firstly for anyone that hasn’t, living on your own is very difficult. Pointing out the obvious, but you’ve got to tackle

#Depression #MentalHealth (2/_)",['1586282324358205443'],en,0,1,0,0,,
64,False,1586282321933611009,1586260296817119232,Twitter for iPhone,2022-10-29T09:02:31.000Z,"First tweet from this account, just felt I needed somewhere to share my real thoughts without judgment or ridicule, as is still the way with male mental health. 

Just struggling at the moment to find motivation day to day.

Backstory in 🧵

 #Depression #MentalHealth (1/_)",['1586282321933611009'],en,0,1,0,0,,
65,False,1586281758340825089,1205385501881946113,Free Book Promotions,2022-10-29T09:00:17.000Z,"Abandoned Honor by @tadema22

📚 https://t.co/TFRpupwoB4

#Amazon #Barnesandnoble #Kobo #GooglePlay #Indigo #Smashwords #Books2read #Kindle #Nook #GooglePlay #Gaymen #Prettyboy #Depression #Family #Jealousy #WritingCommunity #Readers #Read #BookLover #BookPromo #Book https://t.co/FUVAKu44vR",['1586281758340825089'],en,0,0,0,0,,
66,False,1586280438783352833,1158617869053321216,Twitter for iPhone,2022-10-29T08:55:02.000Z,Just had a convo with someone I love about anti depressants. Her view is when you go to the GP you’re asking for medication not ‘general help’ otherwise why would you go? I’m shocked at our thoughts being so different. #therapy #talking #nhs #depression #anxiety,['1586280438783352833'],en,0,0,1,0,,
67,False,1586280074218967040,1333835752455729157,Twitter Web App,2022-10-29T08:53:36.000Z,"RT @NormanSpivak: 2 / 
In this work, we discuss how disruptions to the microbiome can lead to #anxiety, #depression, #OCD, and even #PANS /…",['1586280074218967040'],en,2,0,0,0,,
68,False,1586279116172558336,1542498943304511488,Twitter for Android,2022-10-29T08:49:47.000Z,"Shrooms chocolate bars infused with psilocybin yummy and trippy 
#shrooms #psilocybin #psychedelicsuk #shroomchocolatebars #uk #london #nft #javascript #mentalhealth #depression #anxiety #ptsd #stablemindset #Liverpool #warsaw #milan #amsterdammuseum https://t.co/9uWHkLBMTs",['1586279116172558336'],en,0,0,0,0,,
69,False,1586278954062778369,1537748106728689665,twitter on web,2022-10-29T08:49:08.000Z,"RT @HendrickPowell: Lsd gel tabs 
#lsd #lsdgel #lsdblotters #acid #psychedelicsuk #uk #london #nft #birmingham #anxiety #depression #trippy…",['1586278954062778369'],en,1,0,0,0,,
70,False,1586278846680137729,1277203078446448640,developer_bot,2022-10-29T08:48:43.000Z,"RT @HendrickPowell: Shrooms chocolate bars infused with psilocybin yummy and trippy 
#shrooms #psilocybin #psychedelicsuk #shroomchocolateb…",['1586278846680137729'],en,1,0,0,0,,
71,False,1586278617499111425,1561790136203055106,Twitter for iPhone,2022-10-29T08:47:48.000Z,"Lsd gel tabs 
#lsd #lsdgel #lsdblotters #acid #psychedelicsuk #uk #london #nft #birmingham #anxiety #depression #trippy #hits #lucy #love #sexaid #birmingham #england  #scotland  #spain #Liverpool click 🔗for menu... https://t.co/axa9zQiV0S https://t.co/IYxZieE7DT",['1586278617499111425'],en,1,0,1,0,,
72,False,1586278429787574273,35745827,Twitter for iPhone,2022-10-29T08:47:03.000Z,"Group CBT sessions, more affordable mental health support.  Starting Jan 23 for 8 weeks.  Interested?  Email hello@sasha-louise.com
#MentalHealthMatters #CBTtherapy #anxiety #panicattacks #depression https://t.co/v1sqnwC41w",['1586278429787574273'],en,0,0,0,0,,
73,False,1586278382014459905,767004298681065472,Reveal House Press,2022-10-29T08:46:52.000Z,"RT @lmcronkhite: It takes a lot of mental power to write a book. And man, oh, man, if you did THAT??? You are very talented! Always remembe…",['1586278382014459905'],en,1,0,0,0,,
74,False,1586278171846258689,764225886,Twitter for iPhone,2022-10-29T08:46:02.000Z,"RT @TomKindlon: Disappointing 🙁
“physicians discuss ME/CFS, depression, &amp; #Lyme disease with more negative language than the other [18] dis…",['1586278171846258689'],en,59,0,0,0,,
75,False,1586278087599476736,1561790136203055106,Twitter for iPhone,2022-10-29T08:45:42.000Z,"Shrooms chocolate bars infused with psilocybin yummy and trippy 
#shrooms #psilocybin #psychedelicsuk #shroomchocolatebars #uk #london #nft #javascript #mentalhealth #depression #anxiety #ptsd #stablemindset #Liverpool #warsaw #milan #amsterdammuseum 

https://t.co/axa9zQ1RYS https://t.co/Qs8sshUkIr",['1586278087599476736'],en,1,0,4,1,,
76,False,1586278016157908992,869501900,Twitter Web App,2022-10-29T08:45:25.000Z,"RT @TomKindlon: Disappointing 🙁
“physicians discuss ME/CFS, depression, &amp; #Lyme disease with more negative language than the other [18] dis…",['1586278016157908992'],en,59,0,0,0,,
77,False,1586277936797474816,890599954615599104,Twitter Web App,2022-10-29T08:45:06.000Z,"RT @TomKindlon: Disappointing 🙁
“physicians discuss ME/CFS, depression, &amp; #Lyme disease with more negative language than the other [18] dis…",['1586277936797474816'],en,59,0,0,0,,
78,False,1586276506870784000,1561790136203055106,Twitter for iPhone,2022-10-29T08:39:25.000Z,"Yellow punishers hit like crazy 😜 
#punishers #molly #xtc #psychedelicpills #depressants #stableemotions #high #trip #nft #liverpool #anxiety #depression #London #usps #europe click for menu... 🔗📲👇

https://t.co/axa9zQiV0S https://t.co/PYBfsqmfJj",['1586276506870784000'],en,0,0,1,0,,
79,False,1586276470489587719,1328142419141922816,Twitter,2022-10-29T08:39:16.000Z,"November 7the
failed

#Bipolar disorder
#depression 
#HSP
#HSS
#fashion
#dream 
#draping 
#patternmethod 
#双極性障害
#うつ https://t.co/mEFQ7SlWTC",['1586276470489587719'],en,0,0,0,0,,
80,False,1586276469814460417,2399378887,Twitter for Android,2022-10-29T08:39:16.000Z,"RT @citizensoldiero: “All war and no surrender” ⛅️ Presave now! 👉 https://t.co/yaeTqsPQEW
.
.
.
#CitizenSoldierBand #FightTheGoodFight #New…",['1586276469814460417'],en,30,0,0,0,,
